lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_YP_177723.1_388	cds-YP_177723.1
lcl|NC_000962.3_prot_NP_214897.1_389	cds-NP_214897.1
lcl|NC_000962.3_prot_NP_214898.1_390	cds-NP_214898.1
lcl|NC_000962.3_prot_NP_214899.1_391	cds-NP_214899.1
lcl|NC_000962.3_prot_NP_214900.1_392	cds-NP_214900.1
lcl|NC_000962.3_prot_NP_214903.1_393	cds-NP_214903.1
lcl|NC_000962.3_prot_NP_214904.1_394	cds-NP_214904.1
lcl|NC_000962.3_prot_NP_214905.1_395	cds-NP_214905.1
lcl|NC_000962.3_prot_NP_214906.1_396	cds-NP_214906.1
lcl|NC_000962.3_prot_NP_214907.1_397	cds-NP_214907.1
lcl|NC_000962.3_prot_NP_214908.1_398	cds-NP_214908.1
lcl|NC_000962.3_prot_NP_214909.1_399	cds-NP_214909.1
lcl|NC_000962.3_prot_NP_214910.1_400	cds-NP_214910.1
lcl|NC_000962.3_prot_NP_214911.1_401	cds-NP_214911.1
lcl|NC_000962.3_prot_YP_004837048.2_402	cds-YP_004837048.2
lcl|NC_000962.3_prot_NP_214912.1_403	cds-NP_214912.1
lcl|NC_000962.3_prot_NP_214913.1_404	cds-NP_214913.1
lcl|NC_000962.3_prot_NP_214914.1_405	cds-NP_214914.1
lcl|NC_000962.3_prot_NP_214915.1_406	cds-NP_214915.1
lcl|NC_000962.3_prot_NP_214916.1_407	cds-NP_214916.1
lcl|NC_000962.3_prot_NP_214917.1_408	cds-NP_214917.1
lcl|NC_000962.3_prot_NP_214918.1_409	cds-NP_214918.1
lcl|NC_000962.3_prot_NP_214919.1_410	cds-NP_214919.1
lcl|NC_000962.3_prot_NP_214920.1_411	cds-NP_214920.1
lcl|NC_000962.3_prot_NP_214921.1_412	cds-NP_214921.1
lcl|NC_000962.3_prot_NP_214922.1_413	cds-NP_214922.1
lcl|NC_000962.3_prot_NP_214923.1_414	cds-NP_214923.1
lcl|NC_000962.3_prot_NP_214924.1_415	cds-NP_214924.1
lcl|NC_000962.3_prot_NP_214925.1_416	cds-NP_214925.1
lcl|NC_000962.3_prot_NP_214926.1_417	cds-NP_214926.1
lcl|NC_000962.3_prot_NP_214927.1_418	cds-NP_214927.1
lcl|NC_000962.3_prot_NP_214928.1_419	cds-NP_214928.1
lcl|NC_000962.3_prot_NP_214929.1_420	cds-NP_214929.1
lcl|NC_000962.3_prot_NP_214930.1_421	cds-NP_214930.1
lcl|NC_000962.3_prot_NP_214931.1_422	cds-NP_214931.1
lcl|NC_000962.3_prot_NP_214932.1_423	cds-NP_214932.1
lcl|NC_000962.3_prot_NP_214933.1_424	cds-NP_214933.1
lcl|NC_000962.3_prot_NP_214934.1_425	cds-NP_214934.1
lcl|NC_000962.3_prot_NP_214935.1_426	cds-NP_214935.1
lcl|NC_000962.3_prot_NP_214936.1_427	cds-NP_214936.1
lcl|NC_000962.3_prot_NP_214937.1_428	cds-NP_214937.1
lcl|NC_000962.3_prot_NP_214938.1_429	cds-NP_214938.1
lcl|NC_000962.3_prot_NP_214939.1_430	cds-NP_214939.1
lcl|NC_000962.3_prot_NP_214940.1_431	cds-NP_214940.1
lcl|NC_000962.3_prot_NP_214941.1_432	cds-NP_214941.1
lcl|NC_000962.3_prot_NP_214942.1_433	cds-NP_214942.1
lcl|NC_000962.3_prot_NP_214943.1_434	cds-NP_214943.1
lcl|NC_000962.3_prot_NP_214944.1_435	cds-NP_214944.1
lcl|NC_000962.3_prot_NP_214945.1_436	cds-NP_214945.1
lcl|NC_000962.3_prot_NP_214946.1_437	cds-NP_214946.1
lcl|NC_000962.3_prot_NP_214947.1_438	cds-NP_214947.1
lcl|NC_000962.3_prot_NP_214948.1_439	cds-NP_214948.1
lcl|NC_000962.3_prot_NP_214949.1_440	cds-NP_214949.1
lcl|NC_000962.3_prot_NP_214950.1_441	cds-NP_214950.1
lcl|NC_000962.3_prot_NP_214951.1_442	cds-NP_214951.1
lcl|NC_000962.3_prot_YP_177725.1_443	cds-YP_177725.1
lcl|NC_000962.3_prot_NP_214953.1_444	cds-NP_214953.1
lcl|NC_000962.3_prot_NP_214954.1_445	cds-NP_214954.1
lcl|NC_000962.3_prot_NP_214955.1_446	cds-NP_214955.1
lcl|NC_000962.3_prot_YP_177726.2_447	cds-YP_177726.2
lcl|NC_000962.3_prot_NP_214957.1_448	cds-NP_214957.1
lcl|NC_000962.3_prot_NP_214958.1_449	cds-NP_214958.1
lcl|NC_000962.3_prot_NP_214959.1_450	cds-NP_214959.1
lcl|NC_000962.3_prot_NP_214960.1_451	cds-NP_214960.1
lcl|NC_000962.3_prot_NP_214961.1_452	cds-NP_214961.1
lcl|NC_000962.3_prot_NP_214962.1_453	cds-NP_214962.1
lcl|NC_000962.3_prot_NP_214963.1_454	cds-NP_214963.1
lcl|NC_000962.3_prot_NP_214964.1_455	cds-NP_214964.1
lcl|NC_000962.3_prot_NP_214965.1_456	cds-NP_214965.1
lcl|NC_000962.3_prot_NP_214966.1_457	cds-NP_214966.1
lcl|NC_000962.3_prot_YP_177727.1_458	cds-YP_177727.1
lcl|NC_000962.3_prot_NP_214969.1_459	cds-NP_214969.1
lcl|NC_000962.3_prot_NP_214970.1_460	cds-NP_214970.1
lcl|NC_000962.3_prot_YP_177621.1_461	cds-YP_177621.1
lcl|NC_000962.3_prot_YP_007409102.1_462	cds-YP_007409102.1
lcl|NC_000962.3_prot_NP_214971.1_463	cds-NP_214971.1
lcl|NC_000962.3_prot_NP_214972.1_464	cds-NP_214972.1
lcl|NC_000962.3_prot_NP_214973.1_465	cds-NP_214973.1
lcl|NC_000962.3_prot_NP_214974.1_466	cds-NP_214974.1
lcl|NC_000962.3_prot_NP_214975.1_467	cds-NP_214975.1
lcl|NC_000962.3_prot_NP_214976.1_468	cds-NP_214976.1
lcl|NC_000962.3_prot_NP_214977.1_469	cds-NP_214977.1
lcl|NC_000962.3_prot_NP_214978.1_470	cds-NP_214978.1
lcl|NC_000962.3_prot_NP_214979.1_471	cds-NP_214979.1
lcl|NC_000962.3_prot_NP_214980.1_472	cds-NP_214980.1
lcl|NC_000962.3_prot_YP_177728.1_473	cds-YP_177728.1
lcl|NC_000962.3_prot_NP_214982.1_474	cds-NP_214982.1
lcl|NC_000962.3_prot_YP_177729.1_475	cds-YP_177729.1
lcl|NC_000962.3_prot_YP_177730.1_476	cds-YP_177730.1
lcl|NC_000962.3_prot_YP_177622.1_477	cds-YP_177622.1
lcl|NC_000962.3_prot_NP_214985.1_478	cds-NP_214985.1
lcl|NC_000962.3_prot_NP_214986.1_479	cds-NP_214986.1
lcl|NC_000962.3_prot_NP_214987.2_480	cds-NP_214987.2
lcl|NC_000962.3_prot_NP_214988.1_481	cds-NP_214988.1
lcl|NC_000962.3_prot_NP_214989.1_482	cds-NP_214989.1
lcl|NC_000962.3_prot_NP_214990.1_483	cds-NP_214990.1
lcl|NC_000962.3_prot_NP_214991.1_484	cds-NP_214991.1
lcl|NC_000962.3_prot_NP_214992.1_485	cds-NP_214992.1
lcl|NC_000962.3_prot_NP_214993.1_486	cds-NP_214993.1
lcl|NC_000962.3_prot_NP_214994.2_487	cds-NP_214994.2
lcl|NC_000962.3_prot_NP_214995.1_488	cds-NP_214995.1
lcl|NC_000962.3_prot_NP_214996.1_489	cds-NP_214996.1
lcl|NC_000962.3_prot_NP_214997.1_490	cds-NP_214997.1
lcl|NC_000962.3_prot_NP_214998.1_491	cds-NP_214998.1
lcl|NC_000962.3_prot_NP_214999.1_492	cds-NP_214999.1
lcl|NC_000962.3_prot_NP_215000.1_493	cds-NP_215000.1
lcl|NC_000962.3_prot_NP_215001.1_494	cds-NP_215001.1
lcl|NC_000962.3_prot_NP_215002.1_495	cds-NP_215002.1
lcl|NC_000962.3_prot_YP_177731.1_496	cds-YP_177731.1
lcl|NC_000962.3_prot_NP_215004.1_497	cds-NP_215004.1
lcl|NC_000962.3_prot_NP_215005.1_498	cds-NP_215005.1
lcl|NC_000962.3_prot_NP_215006.2_499	cds-NP_215006.2
lcl|NC_000962.3_prot_YP_177623.1_500	cds-YP_177623.1
lcl|NC_000962.3_prot_NP_215007.1_501	cds-NP_215007.1
lcl|NC_000962.3_prot_NP_215008.2_502	cds-NP_215008.2
lcl|NC_000962.3_prot_NP_215009.1_503	cds-NP_215009.1
lcl|NC_000962.3_prot_NP_215010.3_504	cds-NP_215010.3
lcl|NC_000962.3_prot_NP_215011.1_505	cds-NP_215011.1
lcl|NC_000962.3_prot_NP_215012.1_506	cds-NP_215012.1
lcl|NC_000962.3_prot_NP_215013.1_507	cds-NP_215013.1
lcl|NC_000962.3_prot_NP_215014.1_508	cds-NP_215014.1
lcl|NC_000962.3_prot_YP_177624.1_509	cds-YP_177624.1
lcl|NC_000962.3_prot_NP_215050.2_510	cds-NP_215050.2
lcl|NC_000962.3_prot_NP_215016.1_511	cds-NP_215016.1
lcl|NC_000962.3_prot_NP_215017.1_512	cds-NP_215017.1
lcl|NC_000962.3_prot_NP_215018.1_513	cds-NP_215018.1
lcl|NC_000962.3_prot_YP_177732.1_514	cds-YP_177732.1
lcl|NC_000962.3_prot_NP_215020.1_515	cds-NP_215020.1
lcl|NC_000962.3_prot_NP_215021.1_516	cds-NP_215021.1
lcl|NC_000962.3_prot_NP_215022.1_517	cds-NP_215022.1
lcl|NC_000962.3_prot_NP_215023.1_518	cds-NP_215023.1
lcl|NC_000962.3_prot_NP_215024.1_519	cds-NP_215024.1
lcl|NC_000962.3_prot_YP_177733.1_520	cds-YP_177733.1
lcl|NC_000962.3_prot_NP_215026.1_521	cds-NP_215026.1
lcl|NC_000962.3_prot_NP_215027.1_522	cds-NP_215027.1
lcl|NC_000962.3_prot_NP_215028.1_523	cds-NP_215028.1
lcl|NC_000962.3_prot_NP_215029.1_524	cds-NP_215029.1
lcl|NC_000962.3_prot_NP_215030.1_525	cds-NP_215030.1
lcl|NC_000962.3_prot_NP_215031.1_526	cds-NP_215031.1
lcl|NC_000962.3_prot_NP_215032.1_527	cds-NP_215032.1
lcl|NC_000962.3_prot_NP_215033.1_528	cds-NP_215033.1
lcl|NC_000962.3_prot_YP_177734.1_529	cds-YP_177734.1
lcl|NC_000962.3_prot_NP_215037.1_530	cds-NP_215037.1
lcl|NC_000962.3_prot_NP_215038.1_531	cds-NP_215038.1
lcl|NC_000962.3_prot_NP_215039.1_532	cds-NP_215039.1
lcl|NC_000962.3_prot_NP_215040.1_533	cds-NP_215040.1
lcl|NC_000962.3_prot_YP_177735.1_534	cds-YP_177735.1
lcl|NC_000962.3_prot_NP_215042.1_535	cds-NP_215042.1
lcl|NC_000962.3_prot_NP_215041.2_536	cds-NP_215041.2
lcl|NC_000962.3_prot_NP_215044.1_537	cds-NP_215044.1
lcl|NC_000962.3_prot_YP_007409181.1_538	cds-YP_007409181.1
lcl|NC_000962.3_prot_NP_215045.1_539	cds-NP_215045.1
lcl|NC_000962.3_prot_YP_177736.1_540	cds-YP_177736.1
lcl|NC_000962.3_prot_NP_215047.1_541	cds-NP_215047.1
lcl|NC_000962.3_prot_NP_215048.1_542	cds-NP_215048.1
lcl|NC_000962.3_prot_NP_215049.1_543	cds-NP_215049.1
lcl|NC_000962.3_prot_YP_177737.1_544	cds-YP_177737.1
lcl|NC_000962.3_prot_NP_215051.1_545	cds-NP_215051.1
lcl|NC_000962.3_prot_NP_215052.1_546	cds-NP_215052.1
lcl|NC_000962.3_prot_NP_215053.1_547	cds-NP_215053.1
lcl|NC_000962.3_prot_NP_215054.1_548	cds-NP_215054.1
lcl|NC_000962.3_prot_NP_215055.1_549	cds-NP_215055.1
lcl|NC_000962.3_prot_NP_215056.1_550	cds-NP_215056.1
lcl|NC_000962.3_prot_NP_215057.1_551	cds-NP_215057.1
lcl|NC_000962.3_prot_NP_215058.1_552	cds-NP_215058.1
lcl|NC_000962.3_prot_NP_215059.1_553	cds-NP_215059.1
lcl|NC_000962.3_prot_NP_215060.1_554	cds-NP_215060.1
lcl|NC_000962.3_prot_NP_215061.1_555	cds-NP_215061.1
lcl|NC_000962.3_prot_NP_215062.1_556	cds-NP_215062.1
lcl|NC_000962.3_prot_NP_215063.1_557	cds-NP_215063.1
lcl|NC_000962.3_prot_NP_215064.1_558	cds-NP_215064.1
lcl|NC_000962.3_prot_NP_215065.1_559	cds-NP_215065.1
lcl|NC_000962.3_prot_NP_215066.1_560	cds-NP_215066.1
lcl|NC_000962.3_prot_NP_215067.1_561	cds-NP_215067.1
lcl|NC_000962.3_prot_NP_215068.1_562	cds-NP_215068.1
lcl|NC_000962.3_prot_NP_215069.1_563	cds-NP_215069.1
lcl|NC_000962.3_prot_NP_215070.1_564	cds-NP_215070.1
lcl|NC_000962.3_prot_NP_215071.1_565	cds-NP_215071.1
lcl|NC_000962.3_prot_YP_177738.1_566	cds-YP_177738.1
lcl|NC_000962.3_prot_NP_215073.1_567	cds-NP_215073.1
lcl|NC_000962.3_prot_NP_215074.1_568	cds-NP_215074.1
lcl|NC_000962.3_prot_NP_215075.1_569	cds-NP_215075.1
lcl|NC_000962.3_prot_NP_215076.1_570	cds-NP_215076.1
lcl|NC_000962.3_prot_NP_215077.1_571	cds-NP_215077.1
lcl|NC_000962.3_prot_NP_215078.1_572	cds-NP_215078.1
lcl|NC_000962.3_prot_NP_215079.1_573	cds-NP_215079.1
lcl|NC_000962.3_prot_NP_215080.1_574	cds-NP_215080.1
lcl|NC_000962.3_prot_NP_215081.1_575	cds-NP_215081.1
lcl|NC_000962.3_prot_NP_215082.1_576	cds-NP_215082.1
lcl|NC_000962.3_prot_NP_215083.1_577	cds-NP_215083.1
lcl|NC_000962.3_prot_NP_215084.1_578	cds-NP_215084.1
lcl|NC_000962.3_prot_NP_215085.1_579	cds-NP_215085.1
lcl|NC_000962.3_prot_NP_215086.1_580	cds-NP_215086.1
lcl|NC_000962.3_prot_NP_215087.1_581	cds-NP_215087.1
lcl|NC_000962.3_prot_NP_215088.1_582	cds-NP_215088.1
lcl|NC_000962.3_prot_NP_215089.1_583	cds-NP_215089.1
lcl|NC_000962.3_prot_NP_215090.1_584	cds-NP_215090.1
lcl|NC_000962.3_prot_NP_215091.1_585	cds-NP_215091.1
lcl|NC_000962.3_prot_YP_177739.1_586	cds-YP_177739.1
lcl|NC_000962.3_prot_NP_215093.1_587	cds-NP_215093.1
lcl|NC_000962.3_prot_NP_215094.1_588	cds-NP_215094.1
lcl|NC_000962.3_prot_NP_215095.1_589	cds-NP_215095.1
lcl|NC_000962.3_prot_NP_215096.1_590	cds-NP_215096.1
lcl|NC_000962.3_prot_NP_215097.1_591	cds-NP_215097.1
lcl|NC_000962.3_prot_NP_215098.1_592	cds-NP_215098.1
lcl|NC_000962.3_prot_NP_215099.1_593	cds-NP_215099.1
lcl|NC_000962.3_prot_NP_215100.1_594	cds-NP_215100.1
lcl|NC_000962.3_prot_NP_215101.1_595	cds-NP_215101.1
lcl|NC_000962.3_prot_NP_215102.1_596	cds-NP_215102.1
lcl|NC_000962.3_prot_YP_177740.1_597	cds-YP_177740.1
lcl|NC_000962.3_prot_NP_215105.1_598	cds-NP_215105.1
lcl|NC_000962.3_prot_NP_215106.1_599	cds-NP_215106.1
lcl|NC_000962.3_prot_NP_215107.1_600	cds-NP_215107.1
lcl|NC_000962.3_prot_NP_215108.1_601	cds-NP_215108.1
lcl|NC_000962.3_prot_NP_215109.1_602	cds-NP_215109.1
lcl|NC_000962.3_prot_NP_215110.1_603	cds-NP_215110.1
lcl|NC_000962.3_prot_NP_215111.1_604	cds-NP_215111.1
lcl|NC_000962.3_prot_NP_215112.1_605	cds-NP_215112.1
lcl|NC_000962.3_prot_NP_215113.1_606	cds-NP_215113.1
lcl|NC_000962.3_prot_NP_215114.2_607	cds-NP_215114.2
lcl|NC_000962.3_prot_NP_215115.1_608	cds-NP_215115.1
lcl|NC_000962.3_prot_NP_215116.1_609	cds-NP_215116.1
lcl|NC_000962.3_prot_NP_215117.1_610	cds-NP_215117.1
lcl|NC_000962.3_prot_NP_215118.1_611	cds-NP_215118.1
lcl|NC_000962.3_prot_NP_215119.2_612	cds-NP_215119.2
lcl|NC_000962.3_prot_NP_215121.1_613	cds-NP_215121.1
lcl|NC_000962.3_prot_NP_215122.1_614	cds-NP_215122.1
lcl|NC_000962.3_prot_NP_215123.1_615	cds-NP_215123.1
lcl|NC_000962.3_prot_YP_177628.1_616	cds-YP_177628.1
lcl|NC_000962.3_prot_NP_215124.1_617	cds-NP_215124.1
lcl|NC_000962.3_prot_NP_215125.2_618	cds-NP_215125.2
lcl|NC_000962.3_prot_NP_215126.1_619	cds-NP_215126.1
lcl|NC_000962.3_prot_NP_215127.1_620	cds-NP_215127.1
lcl|NC_000962.3_prot_NP_215128.2_621	cds-NP_215128.2
lcl|NC_000962.3_prot_NP_215129.1_622	cds-NP_215129.1
lcl|NC_000962.3_prot_YP_007409270.1_623	cds-YP_007409270.1
lcl|NC_000962.3_prot_NP_215131.1_624	cds-NP_215131.1
lcl|NC_000962.3_prot_NP_215134.1_625	cds-NP_215134.1
lcl|NC_000962.3_prot_NP_215135.1_626	cds-NP_215135.1
lcl|NC_000962.3_prot_NP_215136.2_627	cds-NP_215136.2
lcl|NC_000962.3_prot_NP_215137.1_628	cds-NP_215137.1
lcl|NC_000962.3_prot_NP_215138.1_629	cds-NP_215138.1
lcl|NC_000962.3_prot_NP_215139.1_630	cds-NP_215139.1
lcl|NC_000962.3_prot_NP_215140.1_631	cds-NP_215140.1
lcl|NC_000962.3_prot_NP_215141.1_632	cds-NP_215141.1
lcl|NC_000962.3_prot_NP_215142.1_633	cds-NP_215142.1
lcl|NC_000962.3_prot_NP_215143.1_634	cds-NP_215143.1
lcl|NC_000962.3_prot_NP_215144.1_635	cds-NP_215144.1
lcl|NC_000962.3_prot_NP_215145.1_636	cds-NP_215145.1
lcl|NC_000962.3_prot_NP_215146.1_637	cds-NP_215146.1
lcl|NC_000962.3_prot_NP_215147.1_638	cds-NP_215147.1
lcl|NC_000962.3_prot_NP_215148.1_639	cds-NP_215148.1
lcl|NC_000962.3_prot_YP_177629.1_640	cds-YP_177629.1
lcl|NC_000962.3_prot_YP_177630.1_641	cds-YP_177630.1
lcl|NC_000962.3_prot_NP_215149.1_642	cds-NP_215149.1
lcl|NC_000962.3_prot_NP_215150.1_643	cds-NP_215150.1
lcl|NC_000962.3_prot_NP_215151.1_644	cds-NP_215151.1
lcl|NC_000962.3_prot_YP_177743.1_645	cds-YP_177743.1
lcl|NC_000962.3_prot_NP_215153.1_646	cds-NP_215153.1
lcl|NC_000962.3_prot_NP_215154.1_647	cds-NP_215154.1
lcl|NC_000962.3_prot_NP_215155.1_648	cds-NP_215155.1
lcl|NC_000962.3_prot_NP_215156.1_649	cds-NP_215156.1
lcl|NC_000962.3_prot_NP_215157.1_650	cds-NP_215157.1
lcl|NC_000962.3_prot_NP_215158.1_651	cds-NP_215158.1
lcl|NC_000962.3_prot_NP_215159.1_652	cds-NP_215159.1
lcl|NC_000962.3_prot_NP_215160.1_653	cds-NP_215160.1
lcl|NC_000962.3_prot_NP_215161.1_654	cds-NP_215161.1
lcl|NC_000962.3_prot_NP_215162.1_655	cds-NP_215162.1
lcl|NC_000962.3_prot_YP_177744.1_656	cds-YP_177744.1
lcl|NC_000962.3_prot_NP_215164.1_657	cds-NP_215164.1
lcl|NC_000962.3_prot_NP_215165.1_658	cds-NP_215165.1
lcl|NC_000962.3_prot_NP_215166.1_659	cds-NP_215166.1
lcl|NC_000962.3_prot_NP_215167.1_660	cds-NP_215167.1
lcl|NC_000962.3_prot_NP_215168.1_661	cds-NP_215168.1
lcl|NC_000962.3_prot_NP_215169.1_662	cds-NP_215169.1
lcl|NC_000962.3_prot_NP_215170.1_663	cds-NP_215170.1
lcl|NC_000962.3_prot_NP_215171.1_664	cds-NP_215171.1
lcl|NC_000962.3_prot_NP_215172.1_665	cds-NP_215172.1
lcl|NC_000962.3_prot_NP_215173.1_666	cds-NP_215173.1
lcl|NC_000962.3_prot_NP_215174.1_667	cds-NP_215174.1
lcl|NC_000962.3_prot_NP_215175.1_668	cds-NP_215175.1
lcl|NC_000962.3_prot_NP_215176.2_669	cds-NP_215176.2
lcl|NC_000962.3_prot_NP_215177.1_670	cds-NP_215177.1
lcl|NC_000962.3_prot_NP_215178.1_671	cds-NP_215178.1
lcl|NC_000962.3_prot_NP_215179.1_672	cds-NP_215179.1
lcl|NC_000962.3_prot_NP_215180.1_673	cds-NP_215180.1
lcl|NC_000962.3_prot_NP_215181.1_674	cds-NP_215181.1
lcl|NC_000962.3_prot_NP_215182.1_675	cds-NP_215182.1
lcl|NC_000962.3_prot_NP_215183.1_676	cds-NP_215183.1
lcl|NC_000962.3_prot_NP_215184.1_677	cds-NP_215184.1
lcl|NC_000962.3_prot_NP_215185.1_678	cds-NP_215185.1
lcl|NC_000962.3_prot_NP_215186.1_679	cds-NP_215186.1
lcl|NC_000962.3_prot_NP_215187.1_680	cds-NP_215187.1
lcl|NC_000962.3_prot_NP_215188.1_681	cds-NP_215188.1
lcl|NC_000962.3_prot_YP_177745.1_682	cds-YP_177745.1
lcl|NC_000962.3_prot_NP_215190.1_683	cds-NP_215190.1
lcl|NC_000962.3_prot_NP_215191.1_684	cds-NP_215191.1
lcl|NC_000962.3_prot_NP_215192.1_685	cds-NP_215192.1
lcl|NC_000962.3_prot_NP_215193.1_686	cds-NP_215193.1
lcl|NC_000962.3_prot_NP_215194.1_687	cds-NP_215194.1
lcl|NC_000962.3_prot_NP_215195.1_688	cds-NP_215195.1
lcl|NC_000962.3_prot_NP_215196.1_689	cds-NP_215196.1
lcl|NC_000962.3_prot_NP_215197.1_690	cds-NP_215197.1
lcl|NC_000962.3_prot_YP_177746.1_691	cds-YP_177746.1
lcl|NC_000962.3_prot_NP_215199.1_692	cds-NP_215199.1
lcl|NC_000962.3_prot_NP_215200.1_693	cds-NP_215200.1
lcl|NC_000962.3_prot_NP_215201.1_694	cds-NP_215201.1
lcl|NC_000962.3_prot_NP_215202.1_695	cds-NP_215202.1
lcl|NC_000962.3_prot_NP_215203.1_696	cds-NP_215203.1
lcl|NC_000962.3_prot_NP_215204.1_697	cds-NP_215204.1
lcl|NC_000962.3_prot_NP_215205.1_698	cds-NP_215205.1
lcl|NC_000962.3_prot_YP_007409348.2_699	cds-YP_007409348.2
lcl|NC_000962.3_prot_NP_215206.1_700	cds-NP_215206.1
lcl|NC_000962.3_prot_NP_215207.1_701	cds-NP_215207.1
lcl|NC_000962.3_prot_NP_215208.1_702	cds-NP_215208.1
lcl|NC_000962.3_prot_NP_215209.1_703	cds-NP_215209.1
lcl|NC_000962.3_prot_NP_215210.1_704	cds-NP_215210.1
lcl|NC_000962.3_prot_NP_215211.1_705	cds-NP_215211.1
lcl|NC_000962.3_prot_NP_215212.1_706	cds-NP_215212.1
lcl|NC_000962.3_prot_NP_215213.1_707	cds-NP_215213.1
lcl|NC_000962.3_prot_NP_215214.1_708	cds-NP_215214.1
lcl|NC_000962.3_prot_NP_215215.1_709	cds-NP_215215.1
lcl|NC_000962.3_prot_NP_215216.1_710	cds-NP_215216.1
lcl|NC_000962.3_prot_NP_215217.1_711	cds-NP_215217.1
lcl|NC_000962.3_prot_NP_215218.1_712	cds-NP_215218.1
lcl|NC_000962.3_prot_NP_215219.1_713	cds-NP_215219.1
lcl|NC_000962.3_prot_NP_215220.1_714	cds-NP_215220.1
lcl|NC_000962.3_prot_NP_215221.1_715	cds-NP_215221.1
lcl|NC_000962.3_prot_NP_215222.1_716	cds-NP_215222.1
lcl|NC_000962.3_prot_NP_215223.1_717	cds-NP_215223.1
lcl|NC_000962.3_prot_NP_215224.1_718	cds-NP_215224.1
lcl|NC_000962.3_prot_NP_215225.1_719	cds-NP_215225.1
lcl|NC_000962.3_prot_NP_215226.1_720	cds-NP_215226.1
lcl|NC_000962.3_prot_NP_215227.1_721	cds-NP_215227.1
lcl|NC_000962.3_prot_NP_215228.1_722	cds-NP_215228.1
lcl|NC_000962.3_prot_NP_215229.1_723	cds-NP_215229.1
lcl|NC_000962.3_prot_NP_215230.1_724	cds-NP_215230.1
lcl|NC_000962.3_prot_YP_177747.1_725	cds-YP_177747.1
lcl|NC_000962.3_prot_NP_215232.1_726	cds-NP_215232.1
lcl|NC_000962.3_prot_NP_215233.1_727	cds-NP_215233.1
lcl|NC_000962.3_prot_NP_215234.1_728	cds-NP_215234.1
lcl|NC_000962.3_prot_NP_215235.1_729	cds-NP_215235.1
lcl|NC_000962.3_prot_NP_215236.1_730	cds-NP_215236.1
lcl|NC_000962.3_prot_NP_215237.1_731	cds-NP_215237.1
lcl|NC_000962.3_prot_NP_215238.1_732	cds-NP_215238.1
lcl|NC_000962.3_prot_NP_215239.1_733	cds-NP_215239.1
lcl|NC_000962.3_prot_NP_215240.1_734	cds-NP_215240.1
lcl|NC_000962.3_prot_NP_215241.1_735	cds-NP_215241.1
lcl|NC_000962.3_prot_NP_215242.1_736	cds-NP_215242.1
lcl|NC_000962.3_prot_NP_215243.1_737	cds-NP_215243.1
lcl|NC_000962.3_prot_NP_215244.1_738	cds-NP_215244.1
lcl|NC_000962.3_prot_NP_215245.1_739	cds-NP_215245.1
lcl|NC_000962.3_prot_NP_215246.1_740	cds-NP_215246.1
lcl|NC_000962.3_prot_NP_215247.1_741	cds-NP_215247.1
lcl|NC_000962.3_prot_YP_177748.1_742	cds-YP_177748.1
lcl|NC_000962.3_prot_NP_215249.1_743	cds-NP_215249.1
lcl|NC_000962.3_prot_NP_215250.1_744	cds-NP_215250.1
lcl|NC_000962.3_prot_NP_215251.1_745	cds-NP_215251.1
lcl|NC_000962.3_prot_NP_215252.1_746	cds-NP_215252.1
lcl|NC_000962.3_prot_NP_215253.1_747	cds-NP_215253.1
lcl|NC_000962.3_prot_NP_215254.1_748	cds-NP_215254.1
lcl|NC_000962.3_prot_YP_177749.1_749	cds-YP_177749.1
lcl|NC_000962.3_prot_NP_215257.1_750	cds-NP_215257.1
lcl|NC_000962.3_prot_NP_215258.1_751	cds-NP_215258.1
lcl|NC_000962.3_prot_NP_215259.1_752	cds-NP_215259.1
lcl|NC_000962.3_prot_YP_177750.1_753	cds-YP_177750.1
lcl|NC_000962.3_prot_YP_177751.1_754	cds-YP_177751.1
lcl|NC_000962.3_prot_NP_215262.1_755	cds-NP_215262.1
lcl|NC_000962.3_prot_NP_215263.1_756	cds-NP_215263.1
lcl|NC_000962.3_prot_YP_177632.1_757	cds-YP_177632.1
lcl|NC_000962.3_prot_NP_215264.1_758	cds-NP_215264.1
lcl|NC_000962.3_prot_NP_215265.1_759	cds-NP_215265.1
lcl|NC_000962.3_prot_NP_215266.1_760	cds-NP_215266.1
lcl|NC_000962.3_prot_NP_215267.1_761	cds-NP_215267.1
lcl|NC_000962.3_prot_YP_177752.1_762	cds-YP_177752.1
lcl|NC_000962.3_prot_YP_177753.1_763	cds-YP_177753.1
lcl|NC_000962.3_prot_NP_215270.1_764	cds-NP_215270.1
lcl|NC_000962.3_prot_NP_215271.1_765	cds-NP_215271.1
lcl|NC_000962.3_prot_NP_215272.1_766	cds-NP_215272.1
lcl|NC_000962.3_prot_NP_215273.3_767	cds-NP_215273.3
lcl|NC_000962.3_prot_NP_215274.1_768	cds-NP_215274.1
lcl|NC_000962.3_prot_YP_177754.1_769	cds-YP_177754.1
lcl|NC_000962.3_prot_NP_215276.1_770	cds-NP_215276.1
lcl|NC_000962.3_prot_NP_215277.1_771	cds-NP_215277.1
lcl|NC_000962.3_prot_NP_215278.1_772	cds-NP_215278.1
lcl|NC_000962.3_prot_NP_215279.1_773	cds-NP_215279.1
lcl|NC_000962.3_prot_NP_215280.1_774	cds-NP_215280.1
